[Wed May 20 06:45:42 AM EDT 2026] GPU monitor started. Waiting for 4 free GPUs...
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.14.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,927 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.15.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.16.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.gate_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.input_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.17.post_attention_layernorm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,929 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,928 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.mlp.up_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.q_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.k_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.v_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.q_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.19.mlp.down_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.k_norm.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
[WARNING|modeling_utils.py:2496] 2026-05-20 17:31:00,930 >> The tied weights mapping and config for this model specifies to tie model.embed_tokens.weight to model.layers.18.self_attn.o_proj.weight, but both are present in the checkpoints, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning
